CO_CNES,PA_CODUNI,count,sum,"Lat, Long",NO_FANTASIA,NU_LATITUDE,NU_LONGITUDE,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NO_COMPLEMENTO,CO_CEP,HR_INICIO_ATENDIMENTO,HR_FIM_ATENDIMENTO,TURNO_ATENDIMENTO,MOTIVO_DESATIVACAO,_c13
2010216,2010216,1534,15470.0,"-23.5090959,-46.6568493",CENTRO DE SAUDE OLIMPIA LINS LAMENHA,-978230320527787,-3609454035758970,PRACA DO CENTENARIO,S/N,CENTRO,null,57240018,08:00,16:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2011735,2011735,13,0.0,"-3.1183515,-59.9927474999999",UBS JAPIIM,-311339582669266,-599832570267885,RUA CARPINTEIRO PERES JUNIOR,70,JAPIIM,CJ 31 DE MARCO,69077292,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2011867,2011867,3,0.0,"-3.1429204,-60.0144169999999",USF MEGUMO KADO,-3142931793,-6001433979,RUA INOCENCIO DE ARAUJO,51,EDUCANDOS,null,69070100,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2011905,2011905,1,32.4,"-3.8908341,-59.0965191",UNIDADE HOSPITALAR DE NOVA OLINDA DO NORTE,-3890865445724480,"-5,90998363494873E+016",AV SETE DE SETEMBRO,364,SANTA LUZIA,SANTA LUZIA,69230000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2011956,2011956,1,0.0,"-3.0568007,-60.0466695",UBS REDENCAO,-305417829631619,-6004624682,TRAVESSA OLINDA,22,REDENCAO,null,69047428,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2012022,2012022,1,11.0,"-2.8050273,-57.0684517",UNIDADE HOSPITAR DE BARREIRINHA,"-2,80157679857748E+016","-5,70708417892456E+016",RUA TERRA PRETA DO CASTANHAL,126,SAO JUDAS TADEU,null,69160000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2012553,2012553,2,23.47,"-6.1453931,-65.475736",UNIDADE HOSPITALAR DE TAPAUA,-5618099928460550,-6318705081939690,AV PRESIDENTE COSTA E SILVA,S/N,ACAI,null,69480000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2012650,2012650,64,1637.09,"-3.1197858,-60.0051714",FUNDACAO ALFREDO DA MATTA,-3102,-60025,AVENIDA CODAJAS,24,CACHOERINHA,null,69065130,06:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2012847,2012847,1,0.0,"-3.1282403,-59.9915588999999",UBS FRANK ROSEMBERG CALDERON,-3128408072,-5999169548,RUA BOA ESPERANCA,S/N,CRESPO,ATERRO DO QUARENTA,69073150,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2014556,2014556,2,0.0,"-3.1057436,-59.9865171",UBS S 38,-3105663708,-5998636986,RUA FRANCISCO DUARTE,9,JAPIIM,null,69078090,07:30,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,04 - DESATIVADO - OUTROS,0
2014742,2014742,1,0.0,"-3.0432429,-59.9541245999999",USF ARTHUR VIRGILIO FILHO,-3041698464,-5995668471,TRAVESSA IMBITUBA,3015,NOVO ALEIXO,COM AMADEU BOTELHO,69099107,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2015323,2015323,2,0.0,"-3.0692795,-60.0569182",USF MANSOUR BULBOL,-307349561636937,-6003395911,AVENIDA DESEMBARGADOR JOAO MACHADO,S/N,ALVORADA,null,69043000,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2015439,2015439,6,0.0,"-3.0892033,-59.8854355999999",UBS LAGO DO ALEIXO,-3087588281,-5988080967,RUA RAOUL FOLLEREAU,112,COLONIA ANTONIO ALEI,null,69008320,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2016648,2016648,1,11.0,"-22.3051019,-48.570825",UNIDADE HOSPITALAR DE AMATURA,-3364,-68198,RUA ANTONIETA ZAU,310,CENTRO,null,69620000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2016672,2016672,138,1564.94,"-4.366135,-70.1884194",UNIDADE HOSPITALAR DE ATALAIA DO NORTE,-4372,-70192,RUA AUGUSTO LUZEIRO,S/N,CENTRO,null,69650000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2017644,2017644,1,25.83,"-3.11639,-60.0192675",HOSPITAL UNIVERSITARIO GETULIO VARGAS,-31160063,-600192208,RUA TOMAS DE VILA NOVA,4,CENTRO,null,69020545,null,null,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2017652,2017652,13,104.0,"-3.7495115,-60.2913426999999",UNIDADE HOSPITALAR DE CASTANHO,-38268653,-603643949,BR 319 KM 102,300,VISTA ALEGRE,null,69250000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2017997,2017997,5,44.0,"-7.1919754,-72.8042797",UNIDADE HOSPITALAR DE GUAJARA,-7545017894728210,-7258199214935300,RUA PRESIDENTE VARGAS,S/N,CENTRO,null,69895000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2018918,2018918,1,48.0,"-3.1292227,-60.0253376",LABORATORIOS REUNIDOS,-31174606,-600251431,RUA FERREIRA PENA,62,CENTRO,null,69010110,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2018926,2018926,2,791.5899999999999,"-3.1104302,-60.0145262",CENUSA,"-3,1106111101317E+016",-6001429259777060,RUA FORTALEZA,203,ADRIANOPOLIS,null,69057080,07:00,18:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2022672,2022672,1,0.0,"-22.9014553,-47.0922893",CENTRO DE SAUDE JARDIM AURELIA,-229009619,-470899569,R LICINIA TEIXEIRA DE SOUZA,331,VILA PROOST DE SOUZA,null,13032390,07:00,13:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
2022699,2022699,2,0.0,"-22.8815794,-47.0469292",CENTRO DE SAUDE TAQUARAL PADRE MILTON SANTANA,-228820497,-470465795,RUA HENRIQUE SCHROEDER,160,TAQUARAL,null,13076550,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2022834,2022834,1,0.0,"-22.9328919,-47.0957398",CENTRO DE SAUDE VILA RICA,-229321321,-47096852,R MANGANES,126,VILA RICA,null,13050521,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2022842,2022842,1,0.0,"-22.9149392,-47.1128802",CENTRO DE SAUDE INTEGRACAO,-229148287,-471150339,R ZOCCA,161,V CASTELO BRANCO,null,13061231,07:00,21:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2022869,2022869,3,0.0,"-22.9150125,-47.037855",CENTRO DE SAUDE PARANAPANEMA,-229132587,-470396662,R BOAVENTURA LEMOS,590,JD GUARANI,null,13100215,07:00,17:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
2022907,2022907,1,0.0,"-22.8719875,-47.0282424",CENTRO DE SAUDE VILA 31 DE MARCO,-228737561,-470320918,RUA ANTONIO PAVIN,1065,JARDIM CONCEICAO,null,13091010,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2022923,2022923,6,0.0,"-22.9294319,-47.1217854999999",CENTRO DE SAUDE JARDIM IPAUSSURAMA,-229294319,-471239742,AV MARCIO EGIDIO DE SOUZA ARANHA,351,JD IPAUSSURAMA,null,13060832,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2022931,2022931,2,0.0,"-22.9296675,-47.1011609",CENTRO DE SAUDE PEDRO DE AQUINO NETO,-229295131,-4710073,AV PAULO PROVENZA SOBRINHO,35,JD CAMPOS ELISEOS,null,13060864,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2023091,2023091,3,0.0,"-22.8637553,-47.1534276",CENTRO DE SAUDE VILA PADRE ANCHIETA,-228682422,-4715589,AV PAPA JOAO PAULO II,640,VILA PADRE ANCHIETA,null,13068219,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2023164,2023164,1,0.0,"-22.8764993,-47.0328015",CENTRO DE SAUDE JARDIM CONCEICAO,-228759479,-470313356,R SILVINO DE GODOY,40,JD CONCEICAO,null,13091020,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2023172,2023172,1,0.0,"-22.8522014,-47.1078002",CENTRO DE SAUDE JARDIM SANTA MONICA,-228526871,-471070731,R OLIVIO MANUEL DE CAMARGO,297,SANTA MONICA,null,13082125,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2023199,2023199,3,0.0,"-22.8557816,-47.064206",CENTRO DE SAUDE COSTA E SILVA,-228557175,-470648981,RUA JOAQUIM MANUEL DE MACEDO,S/N,JD SANTA GENEBRA,null,13080470,07:00,21:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2023318,2023318,1,0.0,"-22.8478663,-47.1198063999999",CENTRO DE SAUDE JARDIM SAO MARCOS,"-2,28477875006754E+016",-4711940914392470,AV MARIA LUIZA POMPEO DE CAMARGO,199,JD CAMPINEIRO,null,13082325,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2023369,2023369,1,0.0,"-22.9561665,-47.1967761",CENTRO DE SAUDE PARQUE FLORESTA,"-2,2956212514071E+016",-4719669431447980,R FLAVIO MARINHO MENDES,150,PQ FLORESTA I,null,13058118,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2023628,2023628,2,0.0,"-22.9600435,-47.0959341",CENTRO DE SAUDE SAO JOSE,-229613851,-470963182,R JOSE CARLOS DO AMARAL GALVAO,184,JD SAO JOSE,null,13051160,07:00,13:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2024004,2024004,1,25.83,"-23.5108334,-46.8832485",AMBULATORIO DE ESPECIALIDADES II,-23511,-46876,AVENIDA 26 DE MARCO,845,CENTRO,null,6401050,06:30,21:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2025299,2025299,54,390.0,"-23.5814627,-46.7916484",AMBULATORIO MUNICIPAL PREFEITO HERMINIO DE LAURENTIZ NETO,-213646513,-482293717,RUA NELLO PETRINI,1650,JARDIM BOA VISTA,null,14840000,06:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2025353,2025353,1,24.0,"-23.698357,-46.5472964",POLICLINICA CENTRO,-23694,-46565,AV ARMANDO ITALO SETTI,402,BAETA NEVES,null,9760280,07:00,22:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2025361,2025361,2,71.13,"-23.7141255,-46.5444071999999",HOSPITAL ANCHIETA,-237141925,-465444141188369,RUA SILVA JARDIM,470,CENTRO,null,9715090,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2025507,2025507,1,22.27,"-22.2270257,-49.9357465",HOSPITAL DAS CLINICAS HCFAMEMA,-22214,-49946,RUA DOUTOR REINALDO MACHADO,255,FRAGATA,null,17519080,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2025914,2025914,3,33.0,"-21.1538022,-48.9723208",UBS DR JOSE BARRIONUEVO RODRIGUES VILA SOTO,-21138,-48973,RUA PIRAJUI,1171,VILA SOTTO,null,15810160,07:00,17:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2026805,2026805,50,291.88,"-21.361085,-48.2300064999999",SANTA CASA DE GUARIBA,"-2,13648099552734E+016",-4822701930999750,RUA NELLO PETRINI,1740,JARDIM BOA VISTA,null,14840000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2027674,2027674,5,0.0,"-23.4777642,-46.588009",UBS V NIVI,-23548,-46636,PCA CAMPINOPOLIS,125,VILA NIVI,null,2252160,06:30,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2028840,2028840,3,72.0,"-23.5558033,-46.6675382",INSTITUTO DE INFECTOLOGIA EMILIO RIBAS SAO PAULO,-23548,-46636,AVN DR ARNALDO,165,CERQUEIRA CESAR,null,1246900,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2029189,2029189,1,4.1,"-23.4817941,-46.6870431",PS MUN FREGUESIA DO O 21 DE JUNHO,-234735754,-466837286,AV JOAO PAULO I,421,FREGUESIA DO O,null,2738000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2030470,2030470,1,0.0,"-21.0483429,-49.3740408",ESF I ANTONIO ABDALLA,"-2,10512212914351E+016",-4937350273132320,RUA MIGUEL ABRUZZINI,100,COHAB IV,null,15105000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2030772,2030772,1,0.0,"-21.1399492,-47.9790713",UBS ANTONIA CANHOTO SPIGOLON SERTAOZINHO,-21139808,-47979194,RUA ERNESTO SCATENA,S/N,ALTO DO GINASIO,null,14169145,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2031558,2031558,3,0.0,"-21.2328503,-50.466659",UBS DR JECY VILLELA DOS REIS MORADA DOS NOBRES,"-2,12331097568216E+016",-5046789765357970,RUA CUSTODIO SOARES DE CASTRO,360,MORADA DOS NOBRES,null,16022130,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2032171,2032171,1,24.2,"-21.9780279,-46.7991439",CENTRO DE ESPEC JOAO BAPTISTA DE FIGUEIREDO COSTA SJBV,-21969,-46798,RUA JOAO FRANCISCO VALIM,42,JARDIM SANTA RITA,null,13871099,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2032643,2032643,1,0.0,"-22.979788,-47.1189311",CENTRO DE SAUDE DIC I,"-2,30371454017334E+016","-4,71209621429443E+016",RUA 17,1400,DIC I,null,13054521,07:00,13:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2034867,2034867,1,0.0,"-20.1712963,-50.9983747",CS DE RUBINEIA,-201719646,-509987057,AV OLAVO BILAC,791,CENTRO,null,15790000,07:00,19:30,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2036193,2036193,58,1879.2000000000019,"-22.9803966,-45.5591863999999",POSTO DE SAUDE BAIRRO DOS GUEDES E S F 5,-22958,-45549,RUA CARLOS HENRIQUE FUSAO,305,SAO VICENTE DE PAULA,null,12120000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2037262,2037262,1,0.0,"-22.9716124,-47.1263525",CENTRO DE SAUDE JARDIM AEROPORTO,-229717389,-471288969,RUA CAIRI,315,JD AEROPORTO,null,13054113,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2037270,2037270,6,0.0,"-22.9782329,-47.105135",CENTRO DE SAUDE SANTOS DUMONT,"-2,29067163520645E+016",-4706096649169920,RUA JOSE PINTO DA SILVA,81,PRQ INDUSTRIAL,null,13052782,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2038404,2038404,6,0.0,"-20.3965233,-49.4397698999999",CS DE PALESTINA,-2039095932836910,-4943920075893400,RUA ZINHO DUTRA,1271,CENTRO,null,15470000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2038757,2038757,2,20.0,"-22.7858326,-50.2166772",CENTRO DE SAUDE DR NELSON DA CUNHA BASTOS,"-2,27858162126235E+016",-5021668195724480,RUA FRANCISCO SEVERINO DA COSTA,677,CENTRO,null,19970000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2038935,2038935,3,0.0,"-23.3076891,-51.1664209",CENTRO DE ATENCAO A CRIANCA,-23005655,-46840450,RUA QUINTINO BOCAIUVA,404,CENTRO,null,13250320,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2039753,2039753,1,0.0,"-23.1323033,-46.5836595",USF PEDRO MATURANA ATIBAIA,-23117,-46.55,RUA WASHINGTON LUIS,180,JDM CEREJEIRAS,null,12951130,07:00,16:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2040050,2040050,7,192.0,"-23.2699593,-47.2822372",UNIDADE DE COLETA,"-2,32689757740409E+016",-4728243112564080,RUA JUVENAL EMANOELLI,S/N,SAO LUIZ,null,13304260,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2040670,2040670,1,0.0,"-22.8625701,-47.0371299",CENTRO DE SAUDE SAO QUIRINO,-228656349,-470382509,AV DIOGO ALVARES,1450,SAO QUIRINO,null,13088221,07:00,21:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2040719,2040719,4,0.0,"-22.9764399,-47.1711964",CENTRO DE SAUDE UNIAO DOS BAIRROS,-2297502850928620,-4717130184173580,AV PEDRO DEGRECCI JUNIOR,S/N,JD MARAJO,null,13057101,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2040891,2040891,1,0.0,"-21.1170536,-47.9943082",UBS OLIVIA MENDES MOSSIN SERTAOZINHO,-21117063,-47994264,RUA TENENTE HELIO BATISTA OLIVEIRA,531,JD JAMAICA,null,14164150,07:00,17:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2041065,2041065,3,0.0,"-23.4899275,-47.4576202",ESF COHAB IV,-22662,-50412,RUA REVERENDO ABEL AMARAL DE CAMARGO,275,VILA SANTANA,null,19807800,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2042576,2042576,3,0.0,"-22.7249383,-46.811662",USF VALE VERDE,-22701,-46764,RUAJOAO BARBI,S/N,VALE VERDE,null,13904802,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2046571,2046571,3,0.0,"-23.6771285,-46.8960456999999",UBS RESSACA,"-2,36806291203955E+016",-4689651757478710,EST RESSACA,350,RESSACA,null,6844990,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2046954,2046954,13,0.0,"-21.7739937,-48.2068253",USF VALE DO SOL DR EUCLYDES CROCCI,"-2,17737281687226E+016",-4820746600627890,AVENIDA CARLOS DE ANGELI,S/N,VALE DO SOL,null,14804184,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2047713,2047713,3,72.0,"-22.8546354,-47.2108482999999",UBS NOVA HORTOLANDIA DOM BRUNO GAMBERINI,-22858,-47.22,RUA JOAO RIBEIRO EVANGELISTA,200,JD NOVA HORTOLANDIA,null,13183611,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2049619,2049619,3,72.0,"-22.8991306,-47.0632075",INSTITUTO DE PATOLOGIA DE CAMPINAS,-228975666,-470623101,AV OROSIMBO MAIA,165,CENTRO,null,13023910,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2050749,2050749,2,0.0,"-22.7140158,-46.7782138",USF JARDIM AMERICA FIGUEIRA,-22701,-46764,RUA VENEZUELA,160,JARDIM ADELIA,null,13904210,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2053209,2053209,1,25.83,"-21.2294311,-50.4634479",NUCLEO DE GESTAO ASSISTENCIAL II ARACATUBA NGA II,"-21,2294311",-504481555,RUA LIONS CLUBE,531,MORADA DOS NOBRES,null,16022000,06:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2053314,2053314,16,0.0,"-20.5301191,-48.5567548",UNIDADE BASICA DE SAUDE DR LOTFALLAH MIZIARA,"-2,05303350221648E+016",-4855753183364860,JOAO LUIZ DA SILVA,549,ZEQUINHA AMENDOLA,null,14781260,07:00,22:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2056062,2056062,2,0.0,"-20.5430769,-48.5625457",UNIDADE BASICA ARCHIMEDES MACHADO DE BARRETOS,-20544848,-485616017,RUA JOAQUIM INACIO PIMENTA,1010,PIMENTA,null,14781364,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2056860,2056860,1,25.83,"-23.6263317,-45.4187995",CEM DRA ZILDA ARNS NEUMANN CARAGUATATUBA,-233712,-452447,AVENIDA MARANHAO,421,JARDIM PRIMAVERA,SALAS 12 A 46 E 54,11660690,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2058154,2058154,1,408.52,"-23.6513799,-46.5334681",NUCLEAR SANTO ANDRE,-23654368,-465313378,AV PADRE ANCHIETA,431,JARDIM,null,9090710,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2058278,2058278,31,70.0,"-21.1749728,-48.6303866",UNIDADE MISTA DE VISTA ALEGRE DO ALTO VISTA ALEGRE DO ALTO,-21171,-48629,AVENIDA 18 DE FEVEREIRO,27,CENTRO,null,15920000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2058790,2058790,19,0.0,"-22.7413196,-47.3078614",HOSPITAL MUNICIPAL DR WALDEMAR TEBALDI,-22739,-47331,AV DA SAUDE,415,BOSQUE DA SAUDE,null,13478640,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2061562,2061562,33,418.0,"-23.6668694,-46.4286056",UPA BARAO DE MAUA,-2366679285,-46428815022818,AV BARAO DE MAUA,3567,JARDIM MARINGA,null,9340440,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2062054,2062054,274,2783.0,"-23.483591,-47.472198",UNIDADE PRE HOSPITALAR ZONA NORTE SOROCABA,-234812975,-474748986,AV ITAVUVU,19,VILA OLIMPIA,null,18075042,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2062151,2062151,1,0.0,"-22.2810427,-49.085373",UNIDADE BASICA DE SAUDE GASPARINI,"-2,22811544347634E+016","-4,90850633382797E+016",RUA DOS LAVRADORES,S/N,NUCLEO RESIDENCIAL E,null,17022200,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2062666,2062666,109,240.0,"-21.7052585,-47.2727216",CENTRO DE SAUDE III DR WILSON MARTINS LARA TAMBAU,"-2,17054626686286E+016",-4727221727371210,RUA TREZE DE MAIO,40,CENTRO,null,13710000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2063603,2063603,611,6777.47,"-23.1192581,-47.2338228",UPA JAD MORADA DO SOL INDAIATUBA,-2311952515,-472338767864077,AVENIDA ENGENHEIRO FABIO ROBERTO BARNABE,6020,JAD MORADA DO SOL,null,13346490,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2063646,2063646,1,24.0,"-23.1881625,-46.8892185",LABORATORIO CARDOSO DE ALMEIDA,-23186,-46884,RUA CEL BOAVENTURA MENDES PEREIRA,253,VILA BOAVENTURA,null,13201801,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2064804,2064804,5,0.0,"-21.7925777,-48.2036382",USF PARQUE DAS LARANJEIRAS DR WILSON ANTUNES PEREIRA,"-2,17925577548207E+016",-4820370554924010,AV ROMULO LUPO,750,JARDIM UNIVERSAL,null,14801700,07:00,16:30,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2065266,2065266,1,0.0,"-23.4889555,-46.4765287",UBS ERMELINO MATARAZZO,-23488924,-46476532,RUA ANTONIO FREITAS DE TOLEDO,185,ERMELINO MATARAZZO,null,3809060,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2066092,2066092,12,486.8499999999999,"-23.681412,-46.677329",HOSPITAL GERAL DE PEDREIRA,-23548,-46636,RUA JOAO FRANCISCO DE MOURA,251,VILA CAMPO GRANDE,null,4455170,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2066394,2066394,1,25.83,"-21.2922219,-50.3458651",LABORATORIO DE PATOLOGIA DE BIRIGUI S C LTDA,-21292243,-503385366,NOVE DE JULHO,900,CENTRO,CASA,16200060,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2069008,2069008,242,2697.659999999999,"-23.5488829,-46.6445242",AMBULATORIO DE ESPECIALIDADES DR GERALDO PAULO BOURROUL,-23548,-46636,RUA MARTINS FONTES,208,CONSOLACAO,null,1050000,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2069601,2069601,1,24.0,"-23.5519981,-46.6775817",FUNDACAO ONCOCENTRO DE SAO PAULO,-23548,-46636,RUA OSCAR FREIRE,2396,PINHEIROS,null,5409012,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2069768,2069768,1,0.0,"-23.4671494,-46.5287862",AMBULATORIO DA CRIANCA E ADOLESCENTE,-23467195,-46528819,RUA OSWALDO CRUZ,151,CENTRO,null,7010020,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
